contest,pref_voter_id,serial_number,tally,precinct,vote_rank,candidate,over_vote,under_vote
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186804,0000046,Vote by Mail - 400C,200600,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186804,0000046,Vote by Mail - 400C,200600,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186805,0000046,Vote by Mail - 400C,200600,1,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186805,0000046,Vote by Mail - 400C,200600,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186805,0000046,Vote by Mail - 400C,200600,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186806,0000046,Vote by Mail - 400C,200600,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186806,0000046,Vote by Mail - 400C,200600,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186806,0000046,Vote by Mail - 400C,200600,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186807,0000046,Vote by Mail - 400C,200600,1,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186807,0000046,Vote by Mail - 400C,200600,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186807,0000046,Vote by Mail - 400C,200600,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186808,0000046,Vote by Mail - 400C,200600,1,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186808,0000046,Vote by Mail - 400C,200600,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186808,0000046,Vote by Mail - 400C,200600,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186809,0000046,Vote by Mail - 400C,200600,1,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186809,0000046,Vote by Mail - 400C,200600,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186809,0000046,Vote by Mail - 400C,200600,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186810,0000046,Vote by Mail - 400C,200600,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186810,0000046,Vote by Mail - 400C,200600,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186810,0000046,Vote by Mail - 400C,200600,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186811,0000046,Vote by Mail - 400C,200600,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186811,0000046,Vote by Mail - 400C,200600,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186811,0000046,Vote by Mail - 400C,200600,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186812,0000046,Vote by Mail - 400C,200600,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186812,0000046,Vote by Mail - 400C,200600,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186812,0000046,Vote by Mail - 400C,200600,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186813,0000046,Vote by Mail - 400C,200600,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186813,0000046,Vote by Mail - 400C,200600,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186813,0000046,Vote by Mail - 400C,200600,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186814,0000046,Vote by Mail - 400C,200600,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186814,0000046,Vote by Mail - 400C,200600,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186814,0000046,Vote by Mail - 400C,200600,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186815,0000046,Vote by Mail - 400C,200600,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186815,0000046,Vote by Mail - 400C,200600,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186815,0000046,Vote by Mail - 400C,200600,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186816,0000046,Vote by Mail - 400C,200600,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186816,0000046,Vote by Mail - 400C,200600,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186816,0000046,Vote by Mail - 400C,200600,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186817,0000046,Vote by Mail - 400C,200600,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186817,0000046,Vote by Mail - 400C,200600,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186817,0000046,Vote by Mail - 400C,200600,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186818,0000046,Vote by Mail - 400C,200600,1,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186818,0000046,Vote by Mail - 400C,200600,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186818,0000046,Vote by Mail - 400C,200600,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186819,0000046,Vote by Mail - 400C,200600,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186819,0000046,Vote by Mail - 400C,200600,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186819,0000046,Vote by Mail - 400C,200600,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186820,0000046,Vote by Mail - 400C,200600,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186820,0000046,Vote by Mail - 400C,200600,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186820,0000046,Vote by Mail - 400C,200600,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186821,0000046,Vote by Mail - 400C,200600,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186821,0000046,Vote by Mail - 400C,200600,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186821,0000046,Vote by Mail - 400C,200600,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186822,0000046,Vote by Mail - 400C,200600,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186822,0000046,Vote by Mail - 400C,200600,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186822,0000046,Vote by Mail - 400C,200600,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186823,0000046,Vote by Mail - 400C,200600,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186823,0000046,Vote by Mail - 400C,200600,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186823,0000046,Vote by Mail - 400C,200600,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186824,0000046,Vote by Mail - 400C,200600,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186824,0000046,Vote by Mail - 400C,200600,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186824,0000046,Vote by Mail - 400C,200600,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186825,0000046,Vote by Mail - 400C,200600,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186825,0000046,Vote by Mail - 400C,200600,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186825,0000046,Vote by Mail - 400C,200600,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186826,0000046,Vote by Mail - 400C,200600,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186826,0000046,Vote by Mail - 400C,200600,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186826,0000046,Vote by Mail - 400C,200600,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186827,0000046,Vote by Mail - 400C,200600,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186827,0000046,Vote by Mail - 400C,200600,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186827,0000046,Vote by Mail - 400C,200600,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186828,0000046,Vote by Mail - 400C,200600,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186828,0000046,Vote by Mail - 400C,200600,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186828,0000046,Vote by Mail - 400C,200600,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186829,0000046,Vote by Mail - 400C,200600,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186829,0000046,Vote by Mail - 400C,200600,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186829,0000046,Vote by Mail - 400C,200600,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186830,0000046,Vote by Mail - 400C,200600,1,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186830,0000046,Vote by Mail - 400C,200600,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186830,0000046,Vote by Mail - 400C,200600,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186831,0000046,Vote by Mail - 400C,200600,1,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186831,0000046,Vote by Mail - 400C,200600,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186831,0000046,Vote by Mail - 400C,200600,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186832,0000046,Vote by Mail - 400C,200600,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186832,0000046,Vote by Mail - 400C,200600,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186832,0000046,Vote by Mail - 400C,200600,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186833,0000046,Vote by Mail - 400C,200600,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186833,0000046,Vote by Mail - 400C,200600,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186833,0000046,Vote by Mail - 400C,200600,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186834,0000046,Vote by Mail - 400C,200600,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186834,0000046,Vote by Mail - 400C,200600,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186834,0000046,Vote by Mail - 400C,200600,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186835,0000046,Vote by Mail - 400C,200600,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186835,0000046,Vote by Mail - 400C,200600,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186835,0000046,Vote by Mail - 400C,200600,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186836,0000046,Vote by Mail - 400C,200600,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186836,0000046,Vote by Mail - 400C,200600,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186836,0000046,Vote by Mail - 400C,200600,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186837,0000046,Vote by Mail - 400C,200600,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186837,0000046,Vote by Mail - 400C,200600,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186837,0000046,Vote by Mail - 400C,200600,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186838,0000046,Vote by Mail - 400C,200600,1,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186838,0000046,Vote by Mail - 400C,200600,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186838,0000046,Vote by Mail - 400C,200600,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186839,0000046,Vote by Mail - 400C,200600,1,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186839,0000046,Vote by Mail - 400C,200600,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186839,0000046,Vote by Mail - 400C,200600,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186840,0000046,Vote by Mail - 400C,200600,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186840,0000046,Vote by Mail - 400C,200600,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186840,0000046,Vote by Mail - 400C,200600,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186841,0000046,Vote by Mail - 400C,200600,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186841,0000046,Vote by Mail - 400C,200600,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186841,0000046,Vote by Mail - 400C,200600,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186842,0000046,Vote by Mail - 400C,200600,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186842,0000046,Vote by Mail - 400C,200600,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186842,0000046,Vote by Mail - 400C,200600,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186843,0000046,Vote by Mail - 400C,200600,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186843,0000046,Vote by Mail - 400C,200600,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186843,0000046,Vote by Mail - 400C,200600,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186844,0000046,Vote by Mail - 400C,200600,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186844,0000046,Vote by Mail - 400C,200600,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186844,0000046,Vote by Mail - 400C,200600,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186845,0000046,Vote by Mail - 400C,200600,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186845,0000046,Vote by Mail - 400C,200600,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186845,0000046,Vote by Mail - 400C,200600,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186846,0000046,Vote by Mail - 400C,200600,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186846,0000046,Vote by Mail - 400C,200600,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186846,0000046,Vote by Mail - 400C,200600,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186847,0000046,Vote by Mail - 400C,200600,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186847,0000046,Vote by Mail - 400C,200600,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186847,0000046,Vote by Mail - 400C,200600,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186848,0000046,Vote by Mail - 400C,200600,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186848,0000046,Vote by Mail - 400C,200600,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186848,0000046,Vote by Mail - 400C,200600,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186849,0000046,Vote by Mail - 400C,200600,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186849,0000046,Vote by Mail - 400C,200600,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186849,0000046,Vote by Mail - 400C,200600,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186850,0000046,Vote by Mail - 400C,200600,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186850,0000046,Vote by Mail - 400C,200600,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186850,0000046,Vote by Mail - 400C,200600,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186851,0000046,Vote by Mail - 400C,200600,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186851,0000046,Vote by Mail - 400C,200600,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186851,0000046,Vote by Mail - 400C,200600,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186852,0000046,Vote by Mail - 400C,200600,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186852,0000046,Vote by Mail - 400C,200600,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186852,0000046,Vote by Mail - 400C,200600,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186853,0000046,Vote by Mail - 400C,200600,1,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186853,0000046,Vote by Mail - 400C,200600,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186853,0000046,Vote by Mail - 400C,200600,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186854,0000046,Vote by Mail - 400C,201000,1,NA,1,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186854,0000046,Vote by Mail - 400C,201000,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186854,0000046,Vote by Mail - 400C,201000,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186855,0000046,Vote by Mail - 400C,201100,1,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186855,0000046,Vote by Mail - 400C,201100,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186855,0000046,Vote by Mail - 400C,201100,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186856,0000046,Vote by Mail - 400C,201100,1,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186856,0000046,Vote by Mail - 400C,201100,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186856,0000046,Vote by Mail - 400C,201100,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186857,0000046,Vote by Mail - 400C,201100,1,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186857,0000046,Vote by Mail - 400C,201100,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186857,0000046,Vote by Mail - 400C,201100,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186858,0000046,Vote by Mail - 400C,201300,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186858,0000046,Vote by Mail - 400C,201300,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186858,0000046,Vote by Mail - 400C,201300,3,NA,1,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186859,0000046,Vote by Mail - 400C,201300,1,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186859,0000046,Vote by Mail - 400C,201300,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186859,0000046,Vote by Mail - 400C,201300,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186860,0000046,Vote by Mail - 400C,201300,1,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186860,0000046,Vote by Mail - 400C,201300,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186860,0000046,Vote by Mail - 400C,201300,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186861,0000046,Vote by Mail - 400C,201400,1,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186861,0000046,Vote by Mail - 400C,201400,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186861,0000046,Vote by Mail - 400C,201400,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186862,0000046,Vote by Mail - 400C,201400,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186862,0000046,Vote by Mail - 400C,201400,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186862,0000046,Vote by Mail - 400C,201400,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186863,0000046,Vote by Mail - 400C,201400,1,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186863,0000046,Vote by Mail - 400C,201400,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186863,0000046,Vote by Mail - 400C,201400,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186864,0000046,Vote by Mail - 400C,201500,1,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186864,0000046,Vote by Mail - 400C,201500,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186864,0000046,Vote by Mail - 400C,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186865,0000046,Vote by Mail - 400C,201500,1,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186865,0000046,Vote by Mail - 400C,201500,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186865,0000046,Vote by Mail - 400C,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186866,0000046,Vote by Mail - 400C,201500,1,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186866,0000046,Vote by Mail - 400C,201500,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186866,0000046,Vote by Mail - 400C,201500,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186867,0000046,Vote by Mail - 400C,201700,1,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186867,0000046,Vote by Mail - 400C,201700,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186867,0000046,Vote by Mail - 400C,201700,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186868,0000046,Vote by Mail - 400C,201700,1,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186868,0000046,Vote by Mail - 400C,201700,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000186868,0000046,Vote by Mail - 400C,201700,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000190039,0000047,Vote by Mail - 400C,200100,1,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000190039,0000047,Vote by Mail - 400C,200100,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000190039,0000047,Vote by Mail - 400C,200100,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000190040,0000047,Vote by Mail - 400C,200100,1,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000190040,0000047,Vote by Mail - 400C,200100,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000190040,0000047,Vote by Mail - 400C,200100,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000190041,0000047,Vote by Mail - 400C,200100,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000190041,0000047,Vote by Mail - 400C,200100,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000190041,0000047,Vote by Mail - 400C,200100,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000190042,0000047,Vote by Mail - 400C,200100,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000190042,0000047,Vote by Mail - 400C,200100,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000190042,0000047,Vote by Mail - 400C,200100,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000190043,0000047,Vote by Mail - 400C,200200,1,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000190043,0000047,Vote by Mail - 400C,200200,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000190043,0000047,Vote by Mail - 400C,200200,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000190044,0000047,Vote by Mail - 400C,200200,1,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000190044,0000047,Vote by Mail - 400C,200200,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000190044,0000047,Vote by Mail - 400C,200200,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000190045,0000047,Vote by Mail - 400C,200200,1,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000190045,0000047,Vote by Mail - 400C,200200,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000190045,0000047,Vote by Mail - 400C,200200,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000190046,0000047,Vote by Mail - 400C,200200,1,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000190046,0000047,Vote by Mail - 400C,200200,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000190046,0000047,Vote by Mail - 400C,200200,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000190047,0000047,Vote by Mail - 400C,200300,1,NA,0,1
